,patric_id,classification,product,antibiotics,feature_id,gene,genome_id,refseq_locus_tag,source,evidence,query_coverage
5065,fig|562.22634.peg.3970,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.22634.562.22634.con.0019.CDS.59784.61805.fwd,,562.22634,,CARD,BLAT,100.0
5069,fig|562.22634.peg.454,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22634.562.22634.con.0001.CDS.426841.427275.rev,,562.22634,,PATRIC,K-mer Search,
5070,fig|562.22634.peg.1400,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22634.562.22634.con.0004.CDS.243445.244638.fwd,,562.22634,,PATRIC,K-mer Search,
5071,fig|562.22634.peg.2467,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.22634.562.22634.con.0009.CDS.3039.3413.rev,,562.22634,,PATRIC,K-mer Search,
5075,fig|562.22635.peg.3752,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.22635.562.22635.con.0026.CDS.32790.34811.fwd,,562.22635,,CARD,BLAT,100.0
5077,fig|562.22635.peg.994,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.22635.562.22635.con.0004.CDS.96768.97616.fwd,,562.22635,,PATRIC,K-mer Search,
5080,fig|562.22635.peg.2872,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.22635.562.22635.con.0017.CDS.17854.18477.fwd,,562.22635,,PATRIC,K-mer Search,
5086,fig|562.22635.peg.3431,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22635.562.22635.con.0022.CDS.66564.66947.rev,,562.22635,,PATRIC,K-mer Search,
5087,fig|562.22635.peg.3937,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22635.562.22635.con.0029.CDS.1711.2124.fwd,,562.22635,,PATRIC,K-mer Search,
5106,fig|562.22636.peg.4584,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.22636.562.22636.con.0044.CDS.1843.2154.fwd,,562.22636,,PATRIC,K-mer Search,
5108,fig|562.22636.peg.1961,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.22636.562.22636.con.0009.CDS.42574.43422.fwd,,562.22636,,PATRIC,K-mer Search,
5110,fig|562.22636.peg.4156,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.22636.562.22636.con.0032.CDS.17363.20857.rev,,562.22636,,CARD,BLAT,98.0
5112,fig|562.22636.peg.4306,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.22636.562.22636.con.0035.CDS.12098.13579.rev,,562.22636,,CARD,BLAT,100.0
5113,fig|562.22636.peg.1720,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22636.562.22636.con.0007.CDS.131501.132148.fwd,,562.22636,,PATRIC,K-mer Search,
5115,fig|562.22636.peg.3518,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22636.562.22636.con.0021.CDS.59629.59847.fwd,,562.22636,,PATRIC,K-mer Search,
5119,fig|562.22636.peg.4568,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.22636.562.22636.con.0043.CDS.17826.18449.fwd,,562.22636,,PATRIC,K-mer Search,
5123,fig|562.22636.peg.973,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22636.562.22636.con.0003.CDS.234382.236130.fwd,,562.22636,,CARD,BLAT,100.0
5126,fig|562.22637.peg.2530,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22637.562.22637.con.0010.CDS.39638.40045.fwd,,562.22637,,PATRIC,K-mer Search,
5142,fig|562.22637.peg.2193,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.22637.562.22637.con.0008.CDS.190551.194069.rev,,562.22637,,CARD,BLAT,97.0
5155,fig|562.22638.peg.3148,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22638.562.22638.con.0013.CDS.96124.99273.rev,,562.22638,,PATRIC,K-mer Search,
5156,fig|562.22638.peg.709,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.22638.562.22638.con.0002.CDS.212132.214759.rev,,562.22638,,PATRIC,K-mer Search,
5169,fig|562.22638.peg.876,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",ciprofloxacin ,PATRIC.562.22638.562.22638.con.0003.CDS.8529.9686.rev,,562.22638,,PATRIC,K-mer Search,
5173,fig|562.22638.peg.4168,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.22638.562.22638.con.0024.CDS.16961.17272.fwd,,562.22638,,PATRIC,K-mer Search,
5174,fig|562.22638.peg.837,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22638.562.22638.con.0002.CDS.353050.354213.rev,,562.22638,,CARD,BLAT,90.0
5183,fig|562.22639.peg.4565,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.22639.562.22639.con.0054.CDS.22244.22717.rev,,562.22639,,PATRIC,K-mer Search,
5184,fig|562.22639.peg.4069,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22639.562.22639.con.0039.CDS.1277.2815.rev,,562.22639,,PATRIC,K-mer Search,
5185,fig|562.22639.peg.867,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.22639.562.22639.con.0004.CDS.38541.39131.fwd,,562.22639,,PATRIC,K-mer Search,
5188,fig|562.22639.peg.4545,efflux pump conferring antibiotic resistance,"Tetracycline resistance, MFS efflux pump => Tet(A)","tetracycline, rhodamine, benzalkonium chloride, tigecycline",PATRIC.562.22639.562.22639.con.0054.CDS.4436.5635.rev,,562.22639,,PATRIC,K-mer Search,
5192,fig|562.22639.peg.5112,antibiotic inactivation enzyme,Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I,streptomycin,PATRIC.562.22639.562.22639.con.0116.CDS.3.872.fwd,,562.22639,,PATRIC,K-mer Search,
5196,fig|562.22639.peg.1646,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22639.562.22639.con.0008.CDS.23226.23660.fwd,,562.22639,,PATRIC,K-mer Search,
5197,fig|562.22639.peg.4564,antibiotic inactivation enzyme,Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family),"streptomycin, spectinomycin",PATRIC.562.22639.562.22639.con.0054.CDS.21360.22151.rev,,562.22639,,PATRIC,K-mer Search,
5201,fig|562.22641.peg.4422,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22641.562.22641.con.0029.CDS.1732.2895.rev,,562.22641,,CARD,BLAT,90.0
5203,fig|562.22641.peg.961,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22641.562.22641.con.0003.CDS.99172.100365.rev,,562.22641,,PATRIC,K-mer Search,
5207,fig|562.22641.peg.493,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22641.562.22641.con.0001.CDS.490552.490935.rev,,562.22641,,PATRIC,K-mer Search,
5208,fig|562.22641.peg.2817,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.22641.562.22641.con.0011.CDS.74400.74990.rev,,562.22641,,PATRIC,K-mer Search,
5216,fig|562.22641.peg.515,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",ciprofloxacin ,PATRIC.562.22641.562.22641.con.0002.CDS.8529.9686.rev,,562.22641,,PATRIC,K-mer Search,
5235,fig|562.22642.peg.1135,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22642.562.22642.con.0005.CDS.175012.175659.fwd,,562.22642,,PATRIC,K-mer Search,
5236,fig|562.22642.peg.3505,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22642.562.22642.con.0022.CDS.56094.56507.rev,,562.22642,,PATRIC,K-mer Search,
5238,fig|562.22642.peg.330,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.22642.562.22642.con.0002.CDS.61318.63732.fwd,,562.22642,,PATRIC,K-mer Search,
5241,fig|562.22642.peg.4156,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22642.562.22642.con.0029.CDS.66538.66921.rev,,562.22642,,PATRIC,K-mer Search,
5243,fig|562.22642.peg.243,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22642.562.22642.con.0001.CDS.256222.257385.rev,,562.22642,,PATRIC,K-mer Search,
5250,fig|562.22643.peg.2341,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",ciprofloxacin ,PATRIC.562.22643.562.22643.con.0010.CDS.178574.181678.fwd,,562.22643,,PATRIC,K-mer Search,
5254,fig|562.22643.peg.3586,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22643.562.22643.con.0020.CDS.42687.43850.rev,,562.22643,,PATRIC,K-mer Search,
5262,fig|562.22643.peg.578,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22643.562.22643.con.0002.CDS.171470.173218.rev,,562.22643,,CARD,BLAT,100.0
5277,fig|562.22644.peg.644,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22644.562.22644.con.0002.CDS.310255.310638.rev,,562.22644,,PATRIC,K-mer Search,
5281,fig|562.22644.peg.2783,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22644.562.22644.con.0013.CDS.99928.101121.rev,,562.22644,,PATRIC,K-mer Search,
5282,fig|562.22644.peg.3109,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22644.562.22644.con.0016.CDS.6616.7020.rev,,562.22644,,PATRIC,K-mer Search,
5286,fig|562.22644.peg.1104,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22644.562.22644.con.0004.CDS.126955.127368.fwd,,562.22644,,PATRIC,K-mer Search,
5296,fig|562.22644.peg.163,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.22644.562.22644.con.0001.CDS.177365.179992.rev,,562.22644,,PATRIC,K-mer Search,
5297,fig|562.22644.peg.2782,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22644.562.22644.con.0013.CDS.96756.99905.rev,,562.22644,,PATRIC,K-mer Search,
5298,fig|562.22644.peg.4321,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.22644.562.22644.con.0028.CDS.16961.17272.fwd,,562.22644,,PATRIC,K-mer Search,
5303,fig|562.22645.peg.2017,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22645.562.22645.con.0006.CDS.73462.75210.rev,,562.22645,,CARD,BLAT,100.0
5308,fig|562.22645.peg.2177,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22645.562.22645.con.0006.CDS.252624.252773.rev,,562.22645,,PATRIC,K-mer Search,
5311,fig|562.22645.peg.1290,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22645.562.22645.con.0004.CDS.34670.35053.fwd,,562.22645,,PATRIC,K-mer Search,
5315,fig|562.22645.peg.7,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",ciprofloxacin ,PATRIC.562.22645.562.22645.con.0001.CDS.5414.8518.rev,,562.22645,,PATRIC,K-mer Search,
5316,fig|562.22645.peg.1914,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22645.562.22645.con.0005.CDS.310987.312525.rev,,562.22645,,CARD,BLAT,100.0
5320,fig|562.22645.peg.2325,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22645.562.22645.con.0007.CDS.140028.140441.fwd,,562.22645,,PATRIC,K-mer Search,
5323,fig|562.22645.peg.2096,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.22645.562.22645.con.0006.CDS.163332.164564.rev,,562.22645,,PATRIC,K-mer Search,
5325,fig|562.22646.peg.4696,"antibiotic target replacement protein,sulfonamide resistance gene",Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, sulfamethazine",PATRIC.562.22646.562.22646.con.0051.CDS.2759.3598.fwd,,562.22646,,CARD,BLAT,100.0
5337,fig|562.22646.peg.4777,antibiotic inactivation enzyme,Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id,streptomycin,PATRIC.562.22646.562.22646.con.0058.CDS.2216.3052.fwd,,562.22646,,PATRIC,K-mer Search,
5345,fig|562.22646.peg.745,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22646.562.22646.con.0003.CDS.108050.109798.rev,,562.22646,,CARD,BLAT,100.0
5352,fig|562.22647.peg.4122,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22647.562.22647.con.0028.CDS.4959.6497.rev,,562.22647,,CARD,BLAT,100.0
5359,fig|562.22647.peg.3724,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22647.562.22647.con.0021.CDS.1547.1960.fwd,,562.22647,,PATRIC,K-mer Search,
5360,fig|562.22647.peg.346,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.22647.562.22647.con.0001.CDS.334256.335488.rev,,562.22647,,PATRIC,K-mer Search,
5362,fig|562.22647.peg.5065,,Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole",PATRIC.562.22647.562.22647.con.0075.CDS.1916.2731.fwd,,562.22647,,CARD,BLAT,100.0
5366,fig|562.22647.peg.1434,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.22647.562.22647.con.0004.CDS.314071.316092.fwd,,562.22647,,CARD,BLAT,100.0
5368,fig|562.22647.peg.4123,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22647.562.22647.con.0028.CDS.6497.7660.rev,,562.22647,,CARD,BLAT,90.0
5371,fig|562.22647.peg.865,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.22647.562.22647.con.0003.CDS.96778.97626.fwd,,562.22647,,PATRIC,K-mer Search,
5372,fig|562.22647.peg.997,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.22647.562.22647.con.0003.CDS.236164.237645.rev,,562.22647,,CARD,BLAT,100.0
5375,fig|562.22648.peg.4948,antibiotic inactivation enzyme,Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I,streptomycin,PATRIC.562.22648.562.22648.con.0034.CDS.7041.7844.fwd,,562.22648,,PATRIC,K-mer Search,
5382,fig|562.22648.peg.4947,,Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole",PATRIC.562.22648.562.22648.con.0034.CDS.6165.6980.fwd,,562.22648,,CARD,BLAT,100.0
5387,fig|562.22648.peg.1420,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22648.562.22648.con.0004.CDS.35743.36177.fwd,,562.22648,,PATRIC,K-mer Search,
5392,fig|562.22648.peg.4952,antibiotic inactivation enzyme,Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id,streptomycin,PATRIC.562.22648.562.22648.con.0034.CDS.12862.13635.fwd,,562.22648,,PATRIC,K-mer Search,
5395,fig|562.22648.peg.4614,efflux pump conferring antibiotic resistance,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexB of MexAB-OprM","ampicillin, amoxicillin/clavulanic acid, azithromycin, aztreonam, ceftazidime, ceftriaxone, chloramphenicol, ciprofloxacin, colistin, erythromycin, meropenem, nalidixic acid, novobiocin, panipenem, tetracycline, ticarcillin, trimethoprim, trimethoprim/sulfamethoxazole, sulfamethoxazole ",PATRIC.562.22648.562.22648.con.0025.CDS.9646.10710.fwd,,562.22648,,PATRIC,K-mer Search,
5400,fig|562.22649.peg.228,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22649.562.22649.con.0001.CDS.214142.215890.rev,,562.22649,,CARD,BLAT,100.0
5405,fig|562.22649.peg.1788,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.22649.562.22649.con.0006.CDS.3039.3413.rev,,562.22649,,PATRIC,K-mer Search,
5406,fig|562.22649.peg.425,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22649.562.22649.con.0002.CDS.18691.19074.fwd,,562.22649,,PATRIC,K-mer Search,
5407,fig|562.22649.peg.4133,efflux pump conferring antibiotic resistance,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexB of MexAB-OprM","ampicillin, amoxicillin/clavulanic acid, azithromycin, aztreonam, ceftazidime, ceftriaxone, chloramphenicol, ciprofloxacin, colistin, erythromycin, meropenem, nalidixic acid, novobiocin, panipenem, tetracycline, ticarcillin, trimethoprim, trimethoprim/sulfamethoxazole, sulfamethoxazole ",PATRIC.562.22649.562.22649.con.0025.CDS.42418.43482.rev,,562.22649,,PATRIC,K-mer Search,
5412,fig|562.22649.peg.956,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.22649.562.22649.con.0003.CDS.121227.122708.fwd,,562.22649,,CARD,BLAT,100.0
5421,fig|562.22649.peg.4211,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22649.562.22649.con.0027.CDS.8524.9768.rev,,562.22649,,CARD,BLAT,100.0
5422,fig|562.22649.peg.1256,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22649.562.22649.con.0004.CDS.70506.71699.fwd,,562.22649,,PATRIC,K-mer Search,
5426,fig|562.22651.peg.1524,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22651.562.22651.con.0009.CDS.95217.96410.rev,,562.22651,,PATRIC,K-mer Search,
5430,fig|562.22651.peg.3174,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.22651.562.22651.con.0028.CDS.26188.27420.fwd,,562.22651,,PATRIC,K-mer Search,
5433,fig|562.22651.peg.3494,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.22651.562.22651.con.0035.CDS.17817.18440.fwd,,562.22651,,PATRIC,K-mer Search,
5438,fig|562.22651.peg.4026,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22651.562.22651.con.0048.CDS.22155.22538.rev,,562.22651,,PATRIC,K-mer Search,
5441,fig|562.22651.peg.2903,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.22651.562.22651.con.0023.CDS.64940.66961.fwd,,562.22651,,CARD,BLAT,100.0
5453,fig|562.22652.peg.4143,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.22652.562.22652.con.0047.CDS.11249.14743.fwd,,562.22652,,CARD,BLAT,98.0
5457,fig|562.22652.peg.888,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.22652.562.22652.con.0004.CDS.107746.108978.fwd,,562.22652,,PATRIC,K-mer Search,
5458,fig|562.22652.peg.5037,,Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole",PATRIC.562.22652.562.22652.con.0104.CDS.1764.2579.rev,,562.22652,,CARD,BLAT,100.0
5461,fig|562.22652.peg.3108,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22652.562.22652.con.0024.CDS.58760.59194.fwd,,562.22652,,PATRIC,K-mer Search,
5464,fig|562.22652.peg.2,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.22652.562.22652.con.0001.CDS.672.2693.rev,,562.22652,,CARD,BLAT,100.0
